te,pkt,byt,label
2016-06-01 04:00:00,11167021,7842202888,0
2016-06-01 04:05:00,10179266,7224435679,0
2016-06-01 04:10:00,9500665,6245045807,0
2016-06-01 04:15:00,9093706,5801880723,0
2016-06-01 04:20:00,9875190,6269649199,0
2016-06-01 04:25:00,7010990,4586867029,0
2016-06-01 04:30:00,6852687,4437240093,0
2016-06-01 04:35:00,6762567,4450252522,0
2016-06-01 04:40:00,7230675,4923703572,0
2016-06-01 04:45:00,6721286,4437577232,0
2016-06-01 04:50:00,6268910,4025549819,0
2016-06-01 04:55:00,6318519,4064094286,0
2016-06-01 05:00:00,7123615,4913322819,0
2016-06-01 05:05:00,7894808,5525693786,0
2016-06-01 05:10:00,8425248,6087765946,0
2016-06-01 05:15:00,7469878,5033966648,0
2016-06-01 05:20:00,7635683,5275277130,0
2016-06-01 05:25:00,7868059,5275903644,0
2016-06-01 05:30:00,8036984,5478122969,0
2016-06-01 05:35:00,7868752,5181635513,0
2016-06-01 05:40:00,7093447,4638592128,0
2016-06-01 05:45:00,7316145,4723878799,0
2016-06-01 05:50:00,7080942,4778621871,0
2016-06-01 05:55:00,7483674,5142206414,0
2016-06-01 06:00:00,8855966,6373702409,0
2016-06-01 06:05:00,14925233,11558607401,0
2016-06-01 06:10:00,10752692,7743651432,0
2016-06-01 06:15:00,13351179,10247890712,0
2016-06-01 06:20:00,12265244,8915522671,0
2016-06-01 06:25:00,13979315,10901918719,0
2016-06-01 06:30:00,11205790,8561739376,1
2016-06-01 06:35:00,9918626,7492838833,0
2016-06-01 06:40:00,8181114,5613839405,0
2016-06-01 06:45:00,8537756,5990350112,0
2016-06-01 06:50:00,8559045,5922335059,0
2016-06-01 06:55:00,7459417,5067716610,0
2016-06-01 07:00:00,8424919,5883897457,0
2016-06-01 07:05:00,10377922,7376590419,0
2016-06-01 07:10:00,6621587,3360335646,0
2016-06-01 07:15:00,7585796,5472956843,0
2016-06-01 07:20:00,9032400,6209333266,0
2016-06-01 07:25:00,8684017,5840808933,0
2016-06-01 07:30:00,9497106,6566987988,0
2016-06-01 07:35:00,8620711,5653360207,0
2016-06-01 07:40:00,8499154,5776002395,0
2016-06-01 07:45:00,7805682,5311413634,0
2016-06-01 07:50:00,9134495,6990795984,0
2016-06-01 07:55:00,8361449,5804089342,0
2016-06-01 08:00:00,9117908,6405605745,0
2016-06-01 08:05:00,10441309,7732721111,0
2016-06-01 08:10:00,9774131,7039936015,0
2016-06-01 08:15:00,9731763,7021908056,0
2016-06-01 08:20:00,8988447,6098027472,0
2016-06-01 08:25:00,9532777,6310311935,0
2016-06-01 08:30:00,9463658,6332163345,0
2016-06-01 08:35:00,10633629,7545188845,0
2016-06-01 08:40:00,10108001,7098618529,0
2016-06-01 08:45:00,9424913,6386347156,0
2016-06-01 08:50:00,10095793,6991140112,0
2016-06-01 08:55:00,10030822,6826570384,0
2016-06-01 09:00:00,11319876,7891739034,0
2016-06-01 09:05:00,12435009,8776428434,0
2016-06-01 09:10:00,12644758,8885223755,0
2016-06-01 09:15:00,12047133,8258989636,0
2016-06-01 09:20:00,12216112,8219958933,0
2016-06-01 09:25:00,12148434,8718996544,0
2016-06-01 09:30:00,13030471,8905393506,0
2016-06-01 09:35:00,12466803,8681681650,0
2016-06-01 09:40:00,13431164,9287642503,0
2016-06-01 09:45:00,11967048,7945971593,0
2016-06-01 09:50:00,11592139,7903904477,0
2016-06-01 09:55:00,12347675,8287448096,0
2016-06-01 10:00:00,14004851,9850325065,0
2016-06-01 10:05:00,13321199,9387020880,0
2016-06-01 10:10:00,13192096,8888175706,0
2016-06-01 10:15:00,13474893,9039334489,0
2016-06-01 10:20:00,12607216,8435255639,0
2016-06-01 10:25:00,14553934,10093693761,0
2016-06-01 10:30:00,13172653,9058116811,0
2016-06-01 10:35:00,13712244,9375101020,0
2016-06-01 10:40:00,12403821,8638941176,0
2016-06-01 10:45:00,11213015,6195202358,0
2016-06-01 10:50:00,13113463,8713758961,0
2016-06-01 10:55:00,13228059,8757618913,0
2016-06-01 11:00:00,13557576,8902701409,0
2016-06-01 11:05:00,13463114,9244046983,0
2016-06-01 11:10:00,14284495,9896440216,0
2016-06-01 11:15:00,13992064,9501193880,0
2016-06-01 11:20:00,12932282,8778070960,0
2016-06-01 11:25:00,13137749,8624065602,0
2016-06-01 11:30:00,14496937,9428453543,0
2016-06-01 11:35:00,14048312,9177277651,0
2016-06-01 11:40:00,14179114,9363207349,0
2016-06-01 11:45:00,13478103,8913929879,0
2016-06-01 11:50:00,13706508,9020582804,0
2016-06-01 11:55:00,13736637,9119466423,0
2016-06-01 12:00:00,13550375,9030747999,0
2016-06-01 12:05:00,14234181,9434475612,0
2016-06-01 12:10:00,14313740,10141954914,0
2016-06-01 12:15:00,14595575,9796037750,0
2016-06-01 12:20:00,13986950,9318158443,0
2016-06-01 12:25:00,13914667,9023461218,0
2016-06-01 12:30:00,14589937,10101072445,0
2016-06-01 12:35:00,14507223,9897391585,0
2016-06-01 12:40:00,14391511,9984066023,0
2016-06-01 12:45:00,13388336,9163794553,0
2016-06-01 12:50:00,14254409,9556508051,0
2016-06-01 12:55:00,13817170,9755660783,0
2016-06-01 13:00:00,14365831,9782113755,0
2016-06-01 13:05:00,13994206,9512041869,0
2016-06-01 13:10:00,13308908,8974989726,0
2016-06-01 13:15:00,13469797,9114637419,0
2016-06-01 13:20:00,13911757,9295980208,0
2016-06-01 13:25:00,13499040,8984728540,0
2016-06-01 13:30:00,14343553,9952577312,0
2016-06-01 13:35:00,13558879,9237774424,0
2016-06-01 13:40:00,14325263,9956698056,0
2016-06-01 13:45:00,13048626,8820654864,0
2016-06-01 13:50:00,10883104,6727341510,0
2016-06-01 13:55:00,15312536,10612371046,0
2016-06-01 14:00:00,13487500,9627118463,0
2016-06-01 14:05:00,11790731,8319158787,0
2016-06-01 14:10:00,11343632,7799318493,0
2016-06-01 14:15:00,10875373,7332613844,0
2016-06-01 14:20:00,10725167,7283687599,0
2016-06-01 14:25:00,10482878,7070469018,0
2016-06-01 14:30:00,10745886,7427713959,0
2016-06-01 14:35:00,9938658,6657784323,0
2016-06-01 14:40:00,9836839,6628125974,0
2016-06-01 14:45:00,10829073,7327472123,0
2016-06-01 14:50:00,10433308,7138787607,0
2016-06-01 14:55:00,10573903,7359318439,0
2016-06-01 15:00:00,11942171,8034682631,0
2016-06-01 15:05:00,11340482,7660813954,0
2016-06-01 15:10:00,11315257,7776364201,0
2016-06-01 15:15:00,11334447,7935982175,0
2016-06-01 15:20:00,11151295,7460291005,0
2016-06-01 15:25:00,11174724,7555811529,0
2016-06-01 15:30:00,11202700,7672238236,0
2016-06-01 15:35:00,10665054,7643320746,0
2016-06-01 15:40:00,10703701,7161752887,0
2016-06-01 15:45:00,11527460,8220871458,0
2016-06-01 15:50:00,11250467,7633101362,0
2016-06-01 15:55:00,11644233,7989273312,0
2016-06-01 16:00:00,12555908,8670031355,0
2016-06-01 16:05:00,12235014,8445469951,0
2016-06-01 16:10:00,13990267,10517420071,0
2016-06-01 16:15:00,12621993,9143380750,0
2016-06-01 16:20:00,13037321,9182779247,0
2016-06-01 16:25:00,12670503,8687015177,0
2016-06-01 16:30:00,13035076,9225705012,0
2016-06-01 16:35:00,12515615,8501772721,0
2016-06-01 16:40:00,13523649,9300973183,0
2016-06-01 16:45:00,13388477,9300561116,0
2016-06-01 16:50:00,14569393,10800381801,0
2016-06-01 16:55:00,14591556,10372840673,0
2016-06-01 17:00:00,13999164,9863797298,0
2016-06-01 17:05:00,14734348,10383666961,0
2016-06-01 17:10:00,15492602,11258983121,0
2016-06-01 17:15:00,14882187,10491480675,0
2016-06-01 17:20:00,14765222,10973492468,0
2016-06-01 17:25:00,15896592,11149329432,0
2016-06-01 17:30:00,13973930,8732469771,0
2016-06-01 17:35:00,15605747,11057788781,0
2016-06-01 17:40:00,14810452,10537702876,0
2016-06-01 17:45:00,14887377,10763469158,0
2016-06-01 17:50:00,13354317,9355440492,0
2016-06-01 17:55:00,12956456,8989814710,0
2016-06-01 18:00:00,12925457,8812164867,0
2016-06-01 18:05:00,13693713,9588235040,0
2016-06-01 18:10:00,13743974,9686260698,0
2016-06-01 18:15:00,14075363,10128542932,0
2016-06-01 18:20:00,13299508,9348571283,0
2016-06-01 18:25:00,13501851,9809077640,0
2016-06-01 18:30:00,13066714,9638077030,0
2016-06-01 18:35:00,13843341,9544813814,0
2016-06-01 18:40:00,14359330,10267999727,0
2016-06-01 18:45:00,13653472,9447539696,0
2016-06-01 18:50:00,11447822,6647814957,0
2016-06-01 18:55:00,12559691,8635248691,0
2016-06-01 19:00:00,13759816,9449762128,0
2016-06-01 19:05:00,13542549,9307064345,1
2016-06-01 19:10:00,12301380,8335614861,0
2016-06-01 19:15:00,12566068,8755078479,0
2016-06-01 19:20:00,12289481,8315018376,0
2016-06-01 19:25:00,11946150,8390570236,0
2016-06-01 19:30:00,14450113,10020122128,0
2016-06-01 19:35:00,15770066,12679932164,0
2016-06-01 19:40:00,12274512,8659363722,0
2016-06-01 19:45:00,11591979,8209569881,0
2016-06-01 19:50:00,9985508,7346964854,1
2016-06-01 19:55:00,12295809,8692780744,0
2016-06-01 20:00:00,10264924,5754983333,0
2016-06-01 20:05:00,11184652,7499771488,0
2016-06-01 20:10:00,11198119,7968889087,0
2016-06-01 20:15:00,11442036,7930092838,0
2016-06-01 20:20:00,11502596,8066782289,0
2016-06-01 20:25:00,11583614,8178890622,0
2016-06-01 20:30:00,11454138,8003944583,0
2016-06-01 20:35:00,10997467,7701978482,0
2016-06-01 20:40:00,10546831,7843821693,0
2016-06-01 20:45:00,10335194,7413774380,0
2016-06-01 20:50:00,10613546,7263479285,0
2016-06-01 20:55:00,8597730,4793906643,0
2016-06-01 21:00:00,11273402,7925986252,0
2016-06-01 21:05:00,10695526,7598454091,0
2016-06-01 21:10:00,10913022,7603860010,0
2016-06-01 21:15:00,10316033,7160373388,0
2016-06-01 21:20:00,10235257,7051669141,0
2016-06-01 21:25:00,10437316,7366570874,0
2016-06-01 21:30:00,10196147,7761936798,0
2016-06-01 21:35:00,9755198,6712955010,0
2016-06-01 21:40:00,10364942,7166675210,0
2016-06-01 21:45:00,10237079,7278423019,0
2016-06-01 21:50:00,10629266,7551047161,0
2016-06-01 21:55:00,10444262,7467482610,0
2016-06-01 22:00:00,9874261,5941146632,0
2016-06-01 22:05:00,12390733,9349324419,0
2016-06-01 22:10:00,10706969,7839559249,0
2016-06-01 22:15:00,11315211,8125720008,0
2016-06-01 22:20:00,11193686,8034260570,0
2016-06-01 22:25:00,9923794,7191848065,0
2016-06-01 22:30:00,10937832,7725682682,0
2016-06-01 22:35:00,9911687,7035667706,0
2016-06-01 22:40:00,11251192,7853587662,0
2016-06-01 22:45:00,10643139,7457856420,0
2016-06-01 22:50:00,11247630,7884089005,0
2016-06-01 22:55:00,11252007,7874424198,0
2016-06-01 23:00:00,10133779,6047170707,0
2016-06-01 23:05:00,11982792,8826881310,0
2016-06-01 23:10:00,12720574,9244520327,0
2016-06-01 23:15:00,13055971,9484165915,0
2016-06-01 23:20:00,11475834,8654599422,0
2016-06-01 23:25:00,13669891,9983860323,0
2016-06-01 23:30:00,13330294,9949290274,0
2016-06-01 23:35:00,12076566,8928154199,0
2016-06-01 23:40:00,11447465,8386386552,0
2016-06-01 23:45:00,11247745,8039351905,0
2016-06-01 23:50:00,11626956,8688787343,0
2016-06-01 23:55:00,12210165,9098843681,0
2016-06-02 00:00:00,11954030,9029921388,0
2016-06-02 00:05:00,11003604,7819671877,0
2016-06-02 00:10:00,11580336,8777638099,0
2016-06-02 00:15:00,10470784,7650898276,0
2016-06-02 00:20:00,8717721,5410359855,0
2016-06-02 00:25:00,10309873,7529143583,0
2016-06-02 00:30:00,10438016,7959378639,0
2016-06-02 00:35:00,12272330,9755708251,0
2016-06-02 00:40:00,10352961,7490756686,0
2016-06-02 00:45:00,9129015,6577055958,0
2016-06-02 00:50:00,7532333,4242643217,0
2016-06-02 00:55:00,9700867,6951449212,0
2016-06-02 01:00:00,11295679,8484992719,0
2016-06-02 01:05:00,10350227,7760760635,0
2016-06-02 01:10:00,10148420,7591344745,0
2016-06-02 01:15:00,9546925,6929489617,0
2016-06-02 01:20:00,9491458,6942001396,0
2016-06-02 01:25:00,8983454,6377154230,0
2016-06-02 01:30:00,10190969,7339147059,0
2016-06-02 01:35:00,9348143,6743592196,0
2016-06-02 01:40:00,9914570,7312597623,0
2016-06-02 01:45:00,9073528,6646004540,0
2016-06-02 01:50:00,8940538,6799833341,0
2016-06-02 01:55:00,9181869,6530544848,0
2016-06-02 02:00:00,9803291,7037840511,0
2016-06-02 02:05:00,8535732,5976308450,0
2016-06-02 02:10:00,8570819,5856111648,0
2016-06-02 02:15:00,7805715,5319843464,0
2016-06-02 02:20:00,7343494,5033610041,0
2016-06-02 02:25:00,7036927,4554852610,0
2016-06-02 02:30:00,7200671,4589613147,0
2016-06-02 02:35:00,7178465,4937634557,0
2016-06-02 02:40:00,7015703,4758620469,0
2016-06-02 02:45:00,7044537,4757879266,0
2016-06-02 02:50:00,10036639,6899215481,0
2016-06-02 02:55:00,9877316,6835016901,0
2016-06-02 03:00:00,10775967,7406334354,0
2016-06-02 03:05:00,9933424,7097959015,0
2016-06-02 03:10:00,9334882,5974610552,0
2016-06-02 03:15:00,9867259,6778283798,1
2016-06-02 03:20:00,7092117,4836202199,0
2016-06-02 03:25:00,11171065,7416507125,0
2016-06-02 03:30:00,10087565,7802921234,0
2016-06-02 03:35:00,10450497,7409166308,0
2016-06-02 03:40:00,10580786,7500691498,0
2016-06-02 03:45:00,10358955,7297917396,0
2016-06-02 03:50:00,9277258,6508895682,0
2016-06-02 03:55:00,7575034,5213793955,0
2016-06-02 04:00:00,11258146,8019647894,0
2016-06-02 04:05:00,7180720,4991671648,0
2016-06-02 04:10:00,8779035,5709116695,0
2016-06-02 04:15:00,8761402,5631236953,0
2016-06-02 04:20:00,9335668,5972959879,0
2016-06-02 04:25:00,6173918,4319105977,0
2016-06-02 04:30:00,6995551,4639876651,0
2016-06-02 04:35:00,7063226,4759933819,0
2016-06-02 04:40:00,5756881,3111216456,0
2016-06-02 04:45:00,6855920,4531626140,0
2016-06-02 04:50:00,6532165,4428151149,0
2016-06-02 04:55:00,6656752,4321000745,0
2016-06-02 05:00:00,7387505,4964089463,0
2016-06-02 05:05:00,7696412,5301162976,0
2016-06-02 05:10:00,7640906,5256380024,0
2016-06-02 05:15:00,7226563,4937457022,0
2016-06-02 05:20:00,7937153,5491606349,0
2016-06-02 05:25:00,6670677,3404151698,0
2016-06-02 05:30:00,8928705,6385608858,0
2016-06-02 05:35:00,8204770,5572632152,0
2016-06-02 05:40:00,7108977,5164049995,0
2016-06-02 05:45:00,8078987,5466644521,0
2016-06-02 05:50:00,8333892,5982939537,0
2016-06-02 05:55:00,8839947,6563152783,0
2016-06-02 06:00:00,10156274,7604118373,0
2016-06-02 06:05:00,15631062,12135826604,0
2016-06-02 06:10:00,13580525,10402206088,0
2016-06-02 06:15:00,10438199,7906567777,0
2016-06-02 06:20:00,11388943,7289560341,0
2016-06-02 06:25:00,10737849,8143814990,0
2016-06-02 06:30:00,10518489,7486766987,0
2016-06-02 06:35:00,9392482,7030137550,0
2016-06-02 06:40:00,9222689,7040039096,0
2016-06-02 06:45:00,8389543,5887590743,0
2016-06-02 06:50:00,10851245,8798332171,0
2016-06-02 06:55:00,8682324,6346629880,0
2016-06-02 07:00:00,10410273,8124349501,0
2016-06-02 07:05:00,9132139,6249748506,0
2016-06-02 07:10:00,8806994,5956373501,0
2016-06-02 07:15:00,8983582,6395223318,0
2016-06-02 07:20:00,9562993,6828449664,0
2016-06-02 07:25:00,7076436,3845759114,0
2016-06-02 07:30:00,8429379,6233920173,0
2016-06-02 07:35:00,10503051,7539034667,0
2016-06-02 07:40:00,9105038,6692501076,0
2016-06-02 07:45:00,8373728,6137862795,0
2016-06-02 07:50:00,8406086,6161935932,0
2016-06-02 07:55:00,7685638,5242802670,0
2016-06-02 08:00:00,8997718,6447819004,0
2016-06-02 08:05:00,7347792,3973662440,0
2016-06-02 08:10:00,8427694,5808535963,0
2016-06-02 08:15:00,8834579,6666415976,0
2016-06-02 08:20:00,9113531,6458405518,0
2016-06-02 08:25:00,9472052,6649227067,0
2016-06-02 08:30:00,9223914,6408196257,0
2016-06-02 08:35:00,10438809,7808098219,0
2016-06-02 08:40:00,8628218,5590515299,0
2016-06-02 08:45:00,7418531,4187038753,0
2016-06-02 08:50:00,7452568,4311006150,0
2016-06-02 08:55:00,7778598,4547182860,0
2016-06-02 09:00:00,8697287,4855433962,0
2016-06-02 09:05:00,8528639,4650752720,0
2016-06-02 09:10:00,8308839,4461556421,0
2016-06-02 09:15:00,9125041,5279258477,0
2016-06-02 09:20:00,8707463,4841585447,0
2016-06-02 09:25:00,9932047,5640794653,0
2016-06-02 09:30:00,9575618,5667047463,0
2016-06-02 09:35:00,9334846,5449013866,0
2016-06-02 09:40:00,10407090,6028525493,0
2016-06-02 09:45:00,10830649,6088974386,0
2016-06-02 09:50:00,9883735,5209120550,0
2016-06-02 09:55:00,11689805,6638759355,0
2016-06-02 10:00:00,10571604,6036967379,0
2016-06-02 10:05:00,10291498,6106797971,0
2016-06-02 10:10:00,10674158,6322178295,0
2016-06-02 10:15:00,10295128,6087747901,0
2016-06-02 10:20:00,10531317,6320920845,0
2016-06-02 10:25:00,11018445,6414979968,0
2016-06-02 10:30:00,10462631,5879447800,0
2016-06-02 10:35:00,11273847,6595483629,0
2016-06-02 10:40:00,10900225,6416968216,0
2016-06-02 10:45:00,10676609,6206266722,0
2016-06-02 10:50:00,12053695,7488434170,0
2016-06-02 10:55:00,10950508,6441780135,0
2016-06-02 11:00:00,11612505,7163034949,0
2016-06-02 11:05:00,11805335,7539556184,0
2016-06-02 11:10:00,11002724,6607044324,0
2016-06-02 11:15:00,10980553,6436542491,0
2016-06-02 11:20:00,10213703,5824748259,0
2016-06-02 11:25:00,11287614,6909205708,0
2016-06-02 11:30:00,12271146,7365773320,0
2016-06-02 11:35:00,11392222,7050802080,0
2016-06-02 11:40:00,11675869,6987719478,0
2016-06-02 11:45:00,10767641,6491766714,0
2016-06-02 11:50:00,10580822,6166913639,1
2016-06-02 11:55:00,10131382,5686291439,0
2016-06-02 12:00:00,11325901,7255743702,0
2016-06-02 12:05:00,11832737,7118660136,0
2016-06-02 12:10:00,16137708,11610149174,0
2016-06-02 12:15:00,12187357,7554503698,1
2016-06-02 12:20:00,10891662,6456502418,0
2016-06-02 12:25:00,11054637,6517269426,0
2016-06-02 12:30:00,10937341,6504499148,0
2016-06-02 12:35:00,11120485,7006595727,0
2016-06-02 12:40:00,11763779,7350553835,0
2016-06-02 12:45:00,11558797,7292686343,0
2016-06-02 12:50:00,11493485,7127776173,0
2016-06-02 12:55:00,11249027,6717911729,0
2016-06-02 13:00:00,12368667,7517120347,0
2016-06-02 13:05:00,12543051,7699146403,0
2016-06-02 13:10:00,12543991,7995546317,0
2016-06-02 13:15:00,11735384,7122734298,0
2016-06-02 13:20:00,12695640,8155414778,0
2016-06-02 13:25:00,13351543,9060653526,0
2016-06-02 13:30:00,11518566,6888932814,0
2016-06-02 13:35:00,11529714,7445359918,0
2016-06-02 13:40:00,13742564,8729911023,0
2016-06-02 13:45:00,10894064,6542557656,0
2016-06-02 13:50:00,11393343,7106498310,0
2016-06-02 13:55:00,10609719,6431783432,0
2016-06-02 14:00:00,9367640,5170916166,0
2016-06-02 14:05:00,10087389,6056456544,0
2016-06-02 14:10:00,9913233,5958064513,0
2016-06-02 14:15:00,9760204,6016105294,0
2016-06-02 14:20:00,8916455,5375880104,0
2016-06-02 14:25:00,9751698,6150463645,0
2016-06-02 14:30:00,9888325,6135160697,0
2016-06-02 14:35:00,8788811,5397976413,0
2016-06-02 14:40:00,9025490,5467560452,0
2016-06-02 14:45:00,8790430,5103184284,0
2016-06-02 14:50:00,8626701,5154647689,0
2016-06-02 14:55:00,8709536,5302593294,0
2016-06-02 15:00:00,8932995,5473652562,0
2016-06-02 15:05:00,9086659,5644781993,0
2016-06-02 15:10:00,8571251,5250902341,0
2016-06-02 15:15:00,8398435,5175893096,0
2016-06-02 15:20:00,8508791,5326452000,0
2016-06-02 15:25:00,9529081,6276463971,0
2016-06-02 15:30:00,9282556,5876028318,0
2016-06-02 15:35:00,8584891,5294667287,0
2016-06-02 15:40:00,8781706,5382368451,0
2016-06-02 15:45:00,9001878,5756579860,0
2016-06-02 15:50:00,9877254,6527510325,0
2016-06-02 15:55:00,10023598,6513760388,0
2016-06-02 16:00:00,10983072,7379965807,0
2016-06-02 16:05:00,11042468,7639616701,0
2016-06-02 16:10:00,10176637,6526694892,0
2016-06-02 16:15:00,11771901,8105322946,0
2016-06-02 16:20:00,11615815,7654616387,0
2016-06-02 16:25:00,10501057,6495267702,0
2016-06-02 16:30:00,11995599,8014116474,0
2016-06-02 16:35:00,12718084,8549312880,0
2016-06-02 16:40:00,11938379,7599795141,0
2016-06-02 16:45:00,11939383,7449474460,0
2016-06-02 16:50:00,11073385,6643917229,0
2016-06-02 16:55:00,11703584,6943476539,0
2016-06-02 17:00:00,12234283,7401292334,0
2016-06-02 17:05:00,11870934,7179259571,0
2016-06-02 17:10:00,12650856,8045917687,0
2016-06-02 17:15:00,12737814,8391495633,0
2016-06-02 17:20:00,12224042,7892963975,0
2016-06-02 17:25:00,12287831,7816359818,0
2016-06-02 17:30:00,12543132,8207679889,0
2016-06-02 17:35:00,12415370,7690103594,0
2016-06-02 17:40:00,12792994,8058857683,0
2016-06-02 17:45:00,13336955,8545563504,0
2016-06-02 17:50:00,12557214,7936424639,0
2016-06-02 17:55:00,12512363,7976567548,0
2016-06-02 18:00:00,12615010,8392397235,0
2016-06-02 18:05:00,12206995,7642825406,0
2016-06-02 18:10:00,13252237,9057524806,0
2016-06-02 18:15:00,12606467,8444197076,0
2016-06-02 18:20:00,13236816,8872779581,0
2016-06-02 18:25:00,13525080,9001941033,0
2016-06-02 18:30:00,13005387,8504028858,0
2016-06-02 18:35:00,13515801,9063225859,0
2016-06-02 18:40:00,13096747,8603253487,0
2016-06-02 18:45:00,13427643,8978591722,0
2016-06-02 18:50:00,12125199,7931345082,0
2016-06-02 18:55:00,11925994,7384375935,0
2016-06-02 19:00:00,13269130,8929246143,0
2016-06-02 19:05:00,12035366,7766815234,0
2016-06-02 19:10:00,11846584,7905910559,0
2016-06-02 19:15:00,11575103,7370953357,0
2016-06-02 19:20:00,11666999,7506429835,0
2016-06-02 19:25:00,12336449,8112373397,0
2016-06-02 19:30:00,12641136,8330969633,0
2016-06-02 19:35:00,12903976,8437253731,0
2016-06-02 19:40:00,12771094,8669792833,0
2016-06-02 19:45:00,11176858,7165444785,0
2016-06-02 19:50:00,10653614,7072871122,0
2016-06-02 19:55:00,11041824,7395418289,0
2016-06-02 20:00:00,10439954,6667185737,0
2016-06-02 20:05:00,11396979,7612489275,0
2016-06-02 20:10:00,10926319,7355243040,0
2016-06-02 20:15:00,10090972,6511410671,0
2016-06-02 20:20:00,8844599,5626137361,0
2016-06-02 20:25:00,9966749,6428215455,0
2016-06-02 20:30:00,10062937,6546938696,0
2016-06-02 20:35:00,10199900,6766069137,0
2016-06-02 20:40:00,9892327,6485827361,0
2016-06-02 20:45:00,9867100,6501053614,0
2016-06-02 20:50:00,11117952,7592350918,0
2016-06-02 20:55:00,9635605,6156064353,0
2016-06-02 21:00:00,11018542,6926453895,0
2016-06-02 21:05:00,12433334,8927598007,0
2016-06-02 21:10:00,11886786,8800521423,0
2016-06-02 21:15:00,11472989,8157517262,0
2016-06-02 21:20:00,12124884,8790536423,0
2016-06-02 21:25:00,12564288,9426572677,0
2016-06-02 21:30:00,13017270,9466789360,0
2016-06-02 21:35:00,12529554,9147906177,0
2016-06-02 21:40:00,10306636,7501508529,0
2016-06-02 21:45:00,10475109,7128233230,0
2016-06-02 21:50:00,11647867,8538649502,0
2016-06-02 21:55:00,12946770,9243520074,0
2016-06-02 22:00:00,12232067,9038343259,0
2016-06-02 22:05:00,13563179,10219300094,0
2016-06-02 22:10:00,13132059,10149689570,0
2016-06-02 22:15:00,12691448,9532989229,0
2016-06-02 22:20:00,11077201,8112908887,0
2016-06-02 22:25:00,12133465,8850366630,0
2016-06-02 22:30:00,12298550,9097430583,0
2016-06-02 22:35:00,11917236,8944821810,0
2016-06-02 22:40:00,12458130,9359348076,0
2016-06-02 22:45:00,13495944,9909244453,0
2016-06-02 22:50:00,11798912,9092823130,0
2016-06-02 22:55:00,12124855,9212309105,0
2016-06-02 23:00:00,12243521,8992665712,0
2016-06-02 23:05:00,13070376,9915780960,0
2016-06-02 23:10:00,13309529,10047560162,0
2016-06-02 23:15:00,13688466,10341203153,0
2016-06-02 23:20:00,12050797,9095698993,0
2016-06-02 23:25:00,11482319,8306817734,0
2016-06-02 23:30:00,12830943,9909531154,0
2016-06-02 23:35:00,11753518,8817672135,0
2016-06-02 23:40:00,9750625,6277659902,0
2016-06-02 23:45:00,11139772,8446263077,0
2016-06-02 23:50:00,11388205,8933925557,0
2016-06-02 23:55:00,13774977,10748438521,0
2016-06-03 00:00:00,13801453,10712654350,0
2016-06-03 00:05:00,12483752,9995112508,0
2016-06-03 00:10:00,10112336,7236464447,0
2016-06-03 00:15:00,10555069,7401913493,0
2016-06-03 00:20:00,11334654,8615827500,0
2016-06-03 00:25:00,12436117,9195345625,0
2016-06-03 00:30:00,12082387,9488091090,0
